cg09457645	RAD51D;RAD51L3-RFFL
cg13337740	RAD51D;RAD51L3-RFFL
cg02740947	RAD51D;RAD51L3-RFFL
cg10960666	RAD51D;RAD51L3-RFFL
cg03433329	RAD51D;RAD51L3-RFFL
cg18603466	RAD51D;RAD51L3-RFFL
cg14330853	RAD51D;RAD51L3-RFFL
cg11295144	RAD51D;RAD51L3-RFFL
cg23202316	RAD51D;RAD51L3-RFFL
cg19223675	RAD51D;RAD51L3-RFFL
cg16296356	FNDC8;RAD51D;RAD51L3-RFFL
cg16629942	FNDC8;RAD51D;RAD51L3-RFFL
cg26683137	FNDC8;RAD51D;RAD51L3-RFFL
cg09155905	FNDC8;RAD51D;RAD51L3-RFFL
cg17574251	FNDC8;RAD51D;RAD51L3-RFFL
cg01879757	BRCA1
cg16029534	BRCA1
cg16919093	BRCA1
cg18830083	BRCA1
cg27383744	BRCA1
cg07054526	BRCA1
cg14048487	BRCA1
cg13782816	BRCA1
cg04582861	BRCA1;NBR2
cg12984107	BRCA1;NBR2
cg19531713	BRCA1;NBR2
cg19088651	BRCA1;NBR2
cg08386886	BRCA1;NBR2
cg08993267	BRCA1;NBR2
cg24806953	BRCA1;NBR2
cg20187250	BRCA1;NBR2
cg15419295	BRCA1;NBR2
cg16963062	BRCA1;NBR2
cg16630982	BRCA1;NBR2
cg21253966	BRCA1;NBR2
cg04110421	BRCA1;NBR2
cg04658354	BRCA1;NBR2
cg17301289	BRCA1;NBR2
cg09441966	BRCA1;NBR2
cg26891576	BRCA1;NBR2
cg20760063	BRCA1;NBR2
cg10893007	BRCA1;NBR2
cg11126247	BRCA1;NBR2
cg12182452	BRCA1;NBR2
cg09831010	BRCA1;NBR2
cg25067162	BRCA1;NBR2
cg26276233	BRCA1;NBR2
cg06001716	BRCA1;NBR2
cg02286533	BRCA1;NBR2
cg14947218	BRCA1;NBR2
cg16006004	BRCA1;NBR2
cg18372208	BRCA1;NBR2
cg14687474	BRCA1;NBR2
cg25288140	BRCA1;NBR2
cg19454999	BRCA1;NBR2
cg15065591	BRCA1;NBR2
cg11529738	BRCA1;NBR2
cg26370022	BRCA1;NBR2
cg24900425	BRCA1;NBR2
cg19442659	BRCA1;NBR2
cg27581762	BRCA1;NBR2
cg10609677	BRCA1;NBR2
cg05815247	BRCA1;NBR2
cg06973652	BRCA1;NBR2
cg25738236	BRCA1;NBR2
cg11964474	BRCA1;NBR2
cg20185525	BRCA1;NBR2
cg26879546	BRCA1;NBR2
cg12778183	RAD51C;TEX14
cg19532212	RAD51C;TEX14
cg07329131	RAD51C;TEX14
cg19208681	RAD51C;TEX14
cg16398362	RAD51C;TEX14
cg02110529	RAD51C;TEX14
cg25339112	RAD51C;TEX14
cg01430588	RAD51C;TEX14
cg23436779	RAD51C;TEX14
cg05214530	RAD51C;TEX14
cg27221688	RAD51C;TEX14
cg02118635	RAD51C;TEX14
cg10487724	RAD51C;TEX14
cg24099023	RAD51C;TEX14
cg14066645	RAD51C;TEX14
cg15549767	BRIP1
cg13844248	BRIP1
cg14757157	BRIP1
cg18828268	BRIP1
cg11872651	BRIP1
cg00869632	BRIP1
cg11212038	BRIP1
cg05377417	BRIP1
cg00515161	BRIP1
cg11529614	BRIP1
cg12435611	BRIP1
cg05986149	BRIP1
cg06257227	BRIP1
cg21194785	CHEK2
cg19664549	CHEK2
cg25112853	CHEK2;HSCB
cg22501760	CHEK2;HSCB
cg13900031	CHEK2;HSCB
cg22585269	CHEK2;HSCB
cg05718343	CHEK2;HSCB
cg23369563	CHEK2;HSCB
cg04776735	CHEK2;HSCB
cg07364676	CHEK2;HSCB
cg17257676	CHEK2;HSCB
cg16926844	CHEK2;HSCB
cg13497074	CHEK2;HSCB
cg16247644	CHEK2;HSCB
cg16189954	CHEK2;HSCB
cg01875775	CHEK2;HSCB
cg11292385	CHEK2;HSCB
cg23680480	CHEK2;HSCB
